新课程序号,课程名称,课程性质,校区,排课信息
PSE260202,物理学科研前沿与实践（一）（下）（竞赛类）,实践环节课程,四平路校区,"方恺(04189),王风丽(05106) 星期二9-10节 [2] 南313 方恺(04189),王风丽(05106),马艳(06044),李文斌(09094),金佳(18116),于婷婷(18117),余俊(22188),关佳(24142),刘斐(25105),魏振博(25214),倪晨(94773),赵敏(99106) 星期二9-10节 [5 8 12 15-16] 南313 方恺(04189),王风丽(05106),马艳(06044),李文斌(09094),金佳(18116),于婷婷(18117),余俊(22188),关佳(24142),刘斐(25105),魏振博(25214),倪晨(94773),赵敏(99106) 星期二9-10节 [3-4 6-7 9-11 13-14] 物理馆2-4楼、机械馆2楼、瑞安楼3-5/7楼 方恺(04189),于婷婷(18117) 星期二9-10节 [1] 南313"
,物理学科研前沿与实践（二）（下）（课题类）,实践环节课程,四平路校区,"赵晖(08108),张建卫(09135),郭志伟(21124) 星期五5-6节 [6-16] 一教102 赵晖(08108) 星期五5-6节 [1] 一教102 张建卫(09135) 星期五5-6节 [2-5] 一教102"
PSE160202,物理实验2,实践环节课程,四平路校区,"于婷婷(18117),关佳(24142),刘斐(25105),魏振博(25214),倪晨(94773) 星期一5-8节 [1-16] 物理馆2-4楼 于婷婷(18117),关佳(24142),刘斐(25105),魏振博(25214),倪晨(94773) 星期六1-2节 [1-16] 物理馆2-4楼"
PSE160201,物理实验2,实践环节课程,四平路校区,"于婷婷(18117),关佳(24142),刘斐(25105),魏振博(25214),倪晨(94773) 星期四5-8节 [1-16] 物理馆2-4楼 于婷婷(18117),关佳(24142),刘斐(25105),魏振博(25214),倪晨(94773) 星期六3-4节 [1-16] 物理馆2-4楼"
PSE120801,普通物理(荣)下,公共基础课,四平路校区,高国华(12201) 星期一1-2节 [1-16] 瑞安楼阶1 高国华(12201) 星期三3-4节 [1-15单] 瑞安楼阶1
PSE120805,普通物理(荣)下,公共基础课,四平路校区,张建卫(09135) 星期三3-4节 [2] 南301 贾飞(09074) 星期三3-4节 [4-16双] 南301 贾飞(09074) 星期四7-8节 [3-16] 南313 张建卫(09135) 星期四7-8节 [1-2] 南313
PSE120804,普通物理(荣)下,公共基础课,四平路校区,张睿(98733) 星期三3-4节 [2-16双] 瑞安楼阶3 张睿(98733) 星期四7-8节 [1-16] 瑞安楼阶3
PSE120803,普通物理(荣)下,公共基础课,四平路校区,朱静远(24068) 星期一5-6节 [1-16] 瑞安楼阶3 朱静远(24068) 星期三3-4节 [1-15单] 瑞安楼阶3
PSE120802,普通物理(荣)下,公共基础课,四平路校区,赵晖(08108) 星期一1-2节 [1-16] 衷和楼201 赵晖(08108) 星期三3-4节 [2-16双] 南329
PSE125402,物理实验(荣)下,实践环节课程,四平路校区,"方恺(04189),朱杰(11051),丘学鹏(15527),金佳(18116),花蕾(24144),蒋涵文(25106) 星期二3-4节 [1-16] 物理馆2-4楼"
PSE125403,物理实验(荣)下,实践环节课程,四平路校区,"方恺(04189),倪晨(94773) 星期五1-2节 [1-16] 物理馆2-4楼"
PSE125401,物理实验(荣)下,实践环节课程,四平路校区,"方恺(04189),朱杰(11051),丘学鹏(15527),金佳(18116),花蕾(24144),蒋涵文(25106) 星期二1-2节 [1-16] 物理馆2-4楼"
PSE000302,科学探索之美,科学探索与生命关怀,嘉定校区,王占山(01048) 星期六10-11节 [1-16] 学院安排
PSE000301,科学探索之美,科学探索与生命关怀,四平路校区,王占山(01048) 星期一7-8节 [1-16] 南111
PSE121007,大学物理(精)I下,公共基础课,四平路校区,伊圣振(15006) 星期一9-11节 [1-16] 瑞安楼阶1
PSE121006,大学物理(精)I下,公共基础课,四平路校区,欧凯(21158) 星期三1-2节 [1-15单] 南229 欧凯(21158) 星期五3-4节 [1-16] 北201
PSE121005,大学物理(精)I下,公共基础课,四平路校区,王旭(13122) 星期一3-4节 [1-16] 瑞安楼阶1 王旭(13122) 星期三3-4节 [2-16双] 北101
PSE121004,大学物理(精)I下,公共基础课,四平路校区,赵晖(08108) 星期三1-2节 [1-15单] 北301 赵晖(08108) 星期五3-4节 [1-16] 瑞安楼阶1
PSE121003,大学物理(精)I下,公共基础课,四平路校区,黄世明(06062) 星期二1-2节 [1-16] 瑞安楼阶3 黄世明(06062) 星期四5-6节 [1-15单] 瑞安楼阶3
PSE121002,大学物理(精)I下,公共基础课,四平路校区,齐润泽(21156) 星期一3-4节 [1-16] 瑞安楼阶3 齐润泽(21156) 星期三3-4节 [2-16双] 北229
PSE121001,大学物理(精)I下,公共基础课,四平路校区,樊维佳(14211) 星期三1-2节 [1-15单] 南129 樊维佳(14211) 星期五3-4节 [1-16] 瑞安楼阶3
PSE121203,大学物理(精)II下,公共基础课,四平路校区,刘易周(23029) 星期二1-2节 [1-16] 北218 刘易周(23029) 星期三5-6节 [1-15单] 北218
PSE121202,大学物理(精)II下,公共基础课,四平路校区,孙勇(13178) 星期二1-2节 [1-16] 北413 孙勇(13178) 星期四3-4节 [2-16双] 北313
PSE121201,大学物理(精)II下,公共基础课,四平路校区,张志华(06061) 星期三7-8节 [1-16] 衷和楼201 张志华(06061) 星期五3-4节 [2-16双] 衷和楼201
PSE000202,仰观宇宙—银河系、类地行星、宇宙起源,科学探索与生命关怀,嘉定校区,樊维佳(14211) 星期六7-8节 [1-16] 学院安排
PSE000201,仰观宇宙—银河系、类地行星、宇宙起源,科学探索与生命关怀,四平路校区,张建卫(09135) 星期五7-8节 [1-8] 南221 樊维佳(14211) 星期五7-8节 [9-16] 南221
PSE240602,数智光学（上）,专业必修课,四平路校区,程鑫彬(08073) 星期一1-2节 [1-2] 南222 施宇智(22520) 星期一1-2节 [5-16] 南222 魏泽勇(13110) 星期一1-2节 [3-4] 南222 施宇智(22520) 星期四3-4节 [6-16双] 南222 魏泽勇(13110) 星期四3-4节 [4] 南222 程鑫彬(08073) 星期四3-4节 [2] 南222
PSE350401,半导体物理与集成电路,专业选修课,四平路校区,张建卫(09135) 星期六9-11节 [1-16] 不排教室
PSE351201,低维光物理与光探测,专业选修课,四平路校区,张建卫(09135) 星期日3-4节 [1-16] 不排教室
PSE122202,人工智能科学与技术(基地班),公共基础课,四平路校区,"张建卫(09135) 星期五3-4节 [1 10] 南313 刘宁(21019) 星期五3-4节 [12] 南313 祝捷(21134) 星期五3-4节 [11] 南313 柯三黄(09164),严钢(17017) 星期五3-4节 [15-16] 南313 柯三黄(09164) 星期五3-4节 [6-9] 南313 韦广丰(15149) 星期五3-4节 [13] 南313 严钢(17017) 星期五3-4节 [2-5 14] 南313"
PSE122201,人工智能科学与技术(基地班),公共基础课,四平路校区,"柯三黄(09164),严钢(17017) 星期四1-2节 [15-16] 南313 韦广丰(15149) 星期四1-2节 [13] 南313 祝捷(21134) 星期四1-2节 [11] 南313 柯三黄(09164) 星期四1-2节 [6-9] 南313 严钢(17017) 星期四1-2节 [2-5 14] 南313 刘宁(21019) 星期四1-2节 [12] 南313 张建卫(09135) 星期四1-2节 [1 10] 南313"
PSE351301,现代分析测试方法与技术,专业选修课,四平路校区,张建卫(09135) 星期日9-11节 [1-16] 不排教室
PSE230901,数字电子技术,专业基础课,四平路校区,张建卫(09135) 星期六9-11节 [1-16] 不排教室
PSE240801,嵌入式微控制器与边缘计算,专业必修课,四平路校区,张建卫(09135) 星期日1-2节 [1-16] 不排教室
PSE121604,普通物理(卓)下,公共基础课,四平路校区,张志华(06061) 星期二3-4节 [2-16双] 北101 张志华(06061) 星期四1-2节 [1-16] 北101
PSE121603,普通物理(卓)下,公共基础课,四平路校区,贾飞(09074) 星期二3-4节 [3-15单] 北101 张建卫(09135) 星期二3-4节 [1] 北101 张建卫(09135) 星期三7-8节 [1-2] 北101 贾飞(09074) 星期三7-8节 [3-16] 北101
PSE121602,普通物理(卓)下,公共基础课,四平路校区,许静平(09085) 星期三7-8节 [2-16双] 北329 许静平(09085) 星期四1-2节 [1-16] 北329
PSE121606,普通物理(卓)下,公共基础课,四平路校区,黄秋实(14215) 星期三7-8节 [1-15单] 北329 黄秋实(14215) 星期四1-2节 [1-16] 北301
PSE121601,普通物理(卓)下,公共基础课,四平路校区,张睿(98733) 星期三7-8节 [2-16双] 北229 张睿(98733) 星期四1-2节 [1-16] 北229
PSE121605,普通物理(卓)下,公共基础课,四平路校区,张晨波(22515) 星期三7-8节 [1-15单] 北229 张晨波(22515) 星期四1-2节 [1-16] 北313
PSE161001,物理实验(卓)下,实践环节课程,四平路校区,"方恺(04189),倪晨(94773) 星期五1-2节 [1-16] 物理馆2-4楼"
PSE161005,物理实验(卓)下,实践环节课程,四平路校区,倪晨(94773) 星期五9-10节 [1-16] 物理馆2-4楼
PSE161004,物理实验(卓)下,实践环节课程,四平路校区,倪晨(94773) 星期五7-8节 [1-16] 物理馆2-4楼
PSE161003,物理实验(卓)下,实践环节课程,四平路校区,倪晨(94773) 星期五5-6节 [1-16] 物理馆2-4楼
PSE161002,物理实验(卓)下,实践环节课程,四平路校区,"方恺(04189),倪晨(94773) 星期五3-4节 [1-16] 物理馆2-4楼"
PSE161101,科学创新范式与实践,实践环节课程,四平路校区,张建卫(09135) 星期四9-10节 [1-16] 实验室，另行通知
PSE360501,固体物理实验,实践环节课程,四平路校区,孙勇(13178) 星期三5-8节 [1-8] 瑞安楼409、411
PSE360504,固体物理实验,实践环节课程,四平路校区,赫丽(00770) 星期六1-4节 [9-16] 瑞安楼409、411
PSE360503,固体物理实验,实践环节课程,四平路校区,刘波(06150) 星期六1-4节 [1-8] 瑞安楼409、411
PSE360502,固体物理实验,实践环节课程,四平路校区,郭志伟(21124) 星期三5-8节 [9-16] 瑞安楼409、411
PSE160601,电磁学实验,专业特色模块,四平路校区,"于婷婷(18117),关佳(24142),刘斐(25105),魏振博(25214),倪晨(94773) 星期三5-8节 [6-16] 瑞安楼(具体等学院通知) 于婷婷(18117),关佳(24142),刘斐(25105),魏振博(25214),倪晨(94773) 星期六5-6节 [6-16] 瑞安楼(具体等学院通知)"
PSE350102,物理学新计算理论与应用,专业基础课,四平路校区,柯三黄(09164) 星期三9-10节 [1-8] 南129 张建卫(09135) 星期三9-10节 [9-16] 南129
PSE350101,物理学新计算理论与应用,专业选修课,嘉定校区,张建卫(09135) 星期五10-11节 [1-16] 学院安排
,现代薄膜光学与技术,专业选修课,四平路校区,张建卫(09135) 星期日7-8节 [1-16] 不排教室
PSE460303,毕业设计（论文）（二）,实践环节课程,四平路校区,时钟(10117) 星期六3-4节 [1-16] 学院安排
PSE460302,毕业设计（论文）（二）,实践环节课程,四平路校区,张锦龙(11125) 星期六3-4节 [1-16] 学院安排
PSE460301,毕业设计（论文）（二）,实践环节课程,四平路校区,张建卫(09135) 星期六3-4节 [1-16] 学院安排
PSE121501,物理（预科）,公共基础课程,四平路校区,高国华(12201) 星期一7-8节 [1-16] 南222 高国华(12201) 星期三5-6节 [1-16] 南222
PSE000401,奇妙的现代物理,科学探索与生命关怀,四平路校区,任中洲(17855) 星期三7-8节 [1-8] 南111 张宇钟(10121) 星期三7-8节 [9-16] 南111
PSE240201,统计物理,专业必修课,四平路校区,陈宇光(99036) 星期一5-6节 [1-16] 北229 陈宇光(99036) 星期五7-8节 [1-15单] 北229
PSE351501,信号与系统,专业选修课,四平路校区,丁涛(11136) 星期一3-4节 [1-16] 南117
PSE240701,微机原理与接口,专业必修课,四平路校区,王风丽(05106) 星期二1-2节 [1-16] 北116
PSE360801,光电信息专业综合实验（上）,实践环节课程,四平路校区,王风丽(05106) 星期日5-8节 [1-16] 不排教室
PSE460401,光电信息专业综合实验（下）,实践环节课程,四平路校区,"王风丽(05106),余俊(22188) 星期三5-8节 [1-16] 机械南馆210、217、218、219"
PSE460402,光电信息专业综合实验（下）,实践环节课程,四平路校区,"王风丽(05106),余俊(22188) 星期四5-8节 [1-16] 机械南馆210、217、218、219"
PSE160401,物理类基础科学前沿（下）,专业基础课,四平路校区,"丘学鹏(15527) 星期一9-10节 [12] 南101 黄迪(22521) 星期一9-10节 [10] 南101 杜艾(12073),周斌(91108) 星期一9-10节 [5] 南101 严钢(17017) 星期一9-10节 [4] 南101 张建卫(09135) 星期一9-10节 [1] 南101 祝捷(21134) 星期一9-10节 [3] 南101 朱京涛(07115) 星期一9-10节 [15] 南101 蒋国荣(92048) 星期一9-10节 [8] 南101 徐骏(23085) 星期一9-10节 [7] 南101 徐军(15503) 星期一9-10节 [2] 南101 李勇(16533) 星期一9-10节 [11] 南101 张锦龙(11125) 星期一9-10节 [6] 南101 邓晓(18135) 星期一9-10节 [13] 南101 钟锦强(11879) 星期一9-10节 [16] 南101 孙勇(13178) 星期一9-10节 [9] 南101 江海涛(05138) 星期一9-10节 [14] 南101"
PSE340301,量子信息与量子计算,专业必修课,四平路校区,张建卫(09135) 星期三1-2节 [1-7] 瑞安楼阶3 王策(21153) 星期三1-2节 [8-16] 瑞安楼阶3 王策(21153) 星期五1-2节 [9-15单] 瑞安楼阶3 张建卫(09135) 星期五1-2节 [1-7单] 瑞安楼阶3
PSE350501,固体物理前沿荣誉课,专业选修课,四平路校区,吴广明(90017) 星期一5-6节 [1-5] 北321 高国华(12201) 星期一5-6节 [6-16] 北321
,电磁学理论,专业选修课,四平路校区,张建卫(09135) 星期日5-6节 [1-16] 不排教室 张建卫(09135) 星期日9-11节 [1-16] 不排教室
PSE122301,线性代数与概率论,专业基础课,四平路校区,赵晖(08108) 星期三7-8节 [1-8] 衷和楼205 章颖理(20528) 星期三7-8节 [9-16] 衷和楼205 章颖理(20528) 星期四9-10节 [9-16] 衷和楼205 赵晖(08108) 星期四9-10节 [1-8] 衷和楼205
PSE180401,纳米制造,必修课程,四平路校区,朱静远(24068) 星期六2-4节 [13-14 16] 南318 朱静远(24068) 星期六2-4节 [15] 四平线上1 董思禹(23178) 星期六2-4节 [1-12] 南318
PSE180501,集成电路计算计量方法,必修课程,四平路校区,魏泽勇(13110) 星期六5-6节 [1-14 16] 南318 魏泽勇(13110) 星期六5-6节 [15] 四平线上1
PSE180601,半导体物理,必修课程,四平路校区,张建卫(09135) 星期六7-8节 [15] 四平线上1 张建卫(09135) 星期六7-8节 [1-14 16] 南318
PSE180701,集成电路微专业实践,必修课程,四平路校区,"邓晓(18135),魏振博(25214) 星期日5-6节 [1-15单] 企业实践"
CEA140101,理论力学,专业必修课,四平路校区,郭铁丁(25001) 星期三1-2节 [1-16] 南405 郭铁丁(25001) 星期四3-4节 [1-16] 南405
CEA250102,结构力学,专业选修课,四平路校区,孙秀婷(19004) 星期四9-11节 [1-16] 南405
CEA250101,结构力学,专业选修课,嘉定校区,孙秀婷(19004) 星期三9-11节 [1-16] 博楼B412
CEA240102,弹性力学,专业必修课,嘉定校区,万永平(04231) 星期三3-4节 [1-16] 安楼A206 万永平(04231) 星期四5-6节 [1-16] 安楼A206
CEA240101,弹性力学,专业必修课,四平路校区,崔元庆(11065) 星期一3-4节 [1-16] 南405 崔元庆(11065) 星期三3-4节 [1-16] 南405
CEA350101,断裂力学,个性化课程,嘉定校区,聂国华(93045) 星期四7-8节 [1-16] 博楼B410
CEA360201,有限元程序设计,专业选修课,嘉定校区,刘宁(21019) 星期一5-6节 [1-16] 嘉定校区机房
CEA350302,计算流体力学,个性化课程,嘉定校区,周华(05036) 星期一9-10节 [1-16] 博楼B206
CEA350301,计算流体力学,专业选修课,嘉定校区,毛歅博(22206) 星期三3-4节 [1-16] 博楼B114
CEA260102,材料力学实验,实践环节课程,嘉定校区,茹东恒(23058) 星期三5-8节 [3 7-9单 15] 嘉定校区力学实验中心
CEA260101,材料力学实验,实践环节课程,四平路校区,徐冰倩(22139) 星期四5-8节 [4 8 12 16] 四平力学实验中心115
CEA260106,材料力学实验,实践环节课程,嘉定校区,赵丹(24141) 星期一5-8节 [3 7 11 15] 嘉定校区力学实验中心
CEA260105,材料力学实验,实践环节课程,嘉定校区,官威(13056) 星期四5-8节 [3 7 15] 嘉定校区力学实验中心
CEA260104,材料力学实验,实践环节课程,嘉定校区,郑红浩(20064) 星期三5-8节 [4 8-10双 16] 嘉定校区力学实验中心
CEA260103,材料力学实验,实践环节课程,嘉定校区,赵红晓(14110) 星期一5-8节 [4 8 12 16] 嘉定校区力学实验中心
CEA340201,计算力学,专业必修课,嘉定校区,王莉华(10022) 星期三9-11节 [1-16] 广楼G205
CEA000102,航空概论,科学探索与生命关怀,嘉定校区,赵丹(24141) 星期三7-8节 [4-6 12-13] 博楼B114 章文婧(21141) 星期三7-8节 [7-9 14-15] 博楼B114 傅宇(22505) 星期三7-8节 [1-3 10-11 16] 博楼B114
CEA000101,航空概论,科学探索与生命关怀,四平路校区,沈海军(10005) 星期一7-8节 [1-16] 南107
CEA000202,宇航概述,科学探索与生命关怀,嘉定校区,张淑杰(04234) 星期四7-8节 [1-16] 安楼A214
CEA000201,宇航概述,科学探索与生命关怀,四平路校区,沈海军(10005) 星期一9-10节 [1-16] 南107
CEA231602,航空材料,个性化课程,四平路校区,赵剑(18007) 星期六9-11节 [1-16] 不排教室
CEA231601,航空材料,专业选修课,嘉定校区,李岩(03104) 星期三5-6节 [1-16] 安楼A308 李岩(03104) 星期四3-4节 [1-15单] 安楼A308
CEA350501,复合材料试验技术,专业选修课,嘉定校区,涂昊昀(17007) 星期三7-8节 [1-16] 博楼B202
CEA350601,复合材料结构设计,专业选修课,嘉定校区,赵剑(18007) 星期四9-11节 [1-16] 诚楼C403
CEA350701,飞行器结构设计,专业选修课,嘉定校区,沈海军(10005) 星期三7-8节 [1-9 15-16] 安楼A216 章中森(24064) 星期三7-8节 [10-14] 安楼A216
CEA350801,复合材料结构CAE,专业选修课,嘉定校区,袁国青(90020) 星期四3-4节 [1-16] 嘉定校区机房
CEA130101,理论力学,专业基础课,四平路校区,蒋丰(92023) 星期一9-11节 [1-16] 北305 蒋丰(92023) 星期三3-4节 [1-16] 北305
CEA350901,板壳力学,个性化课程,嘉定校区,曹国鑫(17110) 星期四3-4节 [1-16] 诚楼C413
CEA351001,随机振动,专业选修课,嘉定校区,古华光(11135) 星期三7-8节 [1-16] 安楼A202
CEA351101,三维建模与网格划分,专业选修课,嘉定校区,杨帆(14039) 星期五5-6节 [1-16] 嘉定校区机房
CEA460102,毕业设计(论文),实践环节课程,嘉定校区,张伦伟(10115) 星期三9-11节 [1-16] 不排教室
CEA460101,毕业设计(论文),实践环节课程,嘉定校区,朱延娟(05217) 星期六3-4节 [1-16] 不排教室
CEA351201,三维建模与网格划分上机实习,专业选修课,嘉定校区,杨帆(14039) 星期五7-7节 [1-16] 嘉定校区机房
CEA002002,微小飞行器制造与试验,工程能力与创新思维,嘉定校区,刘天一(18602) 星期一9-10节 [1-16] 德楼D312 刘天一(18602) 星期三9-10节 [1-16] 德楼D312
CEA002001,微小飞行器制造与试验,工程能力与创新思维,四平路校区,刘天一(18602) 星期日1-4节 [1-16] 不排教室
CEA351301,飞机疲劳与断裂,专业选修课,嘉定校区,章文婧(21141) 星期三5-6节 [2-6] 安楼A109 赵丹(24141) 星期三5-6节 [7-11] 安楼A109 傅宇(22505) 星期三5-6节 [1 12-16] 安楼A109
CEA001502,超声波检测技术,工程能力与创新思维,嘉定校区,李立兵(92664) 星期五9-10节 [1-16] 诚楼C413
CEA001501,超声波检测技术,工程能力与创新思维,四平路校区,李立兵(92664) 星期日7-8节 [1-16] 不排教室
CEA351401,空气动力学,专业选修课,嘉定校区,金哲岩(09108) 星期二3-4节 [1-16] 博楼B416
CEA000502,复合材料机翼、桥梁设计与制备,工程能力与创新思维,嘉定校区,仲俊杰(21131) 星期六1-2节 [1-16] 不排教室
